title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit,join_key,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Me And Your Mama,Childish Gambino,68,3,2016-12-02,38,0,me and your mama_childish gambino,4r0GVpjSsKSR1biv4fOoa5,Me and Your Mama,Childish Gambino,4.0,4xnq1L6P551Qcb9gBXNMK7,"""Awaken, My Love!""",2016-12-02,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.556,0.45,5.0,-11.874,1.0,0.0338,0.0105,0.0483,0.0707,0.25,117.99,379227.0
Me Too,Meghan Trainor,13,210,2016-06-03,507,1,me too_meghan trainor,3KwwE4sgCzMaKWq6QBebmX,Me Too,Meghan Trainor,72.0,08eweM0IZoZPCCxODbrMoL,Thank You (Deluxe Version),2017-05-12,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.934,0.694,11.0,-5.849,0.0,0.101,0.0962,1.2e-06,0.478,0.835,123.829,181240.0
Mean,Taylor Swift,11,210,2010-11-05,509,1,mean_taylor swift,0KztjtD3ytzgYjUKIVfBnW,Mean,Taylor Swift,62.0,6Ar2o9KCqcyYF9J0aQP3au,Speak Now,2010-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.57,0.747,4.0,-3.978,1.0,0.0426,0.445,0.0,0.219,0.808,164.004,237747.0
Memories,Maroon 5,2,861,2019-10-04,1820,1,memories_maroon 5,2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98.0,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.764,0.32,11.0,-7.209,1.0,0.0546,0.837,0.0,0.0822,0.575,91.019,189486.0
Mercy,Shawn Mendes,15,528,2016-09-09,1141,1,mercy_shawn mendes,7evPpWWu01Klxi0KlPxR17,Mercy,Shawn Mendes,18.0,2AJaA0is5qbaqFy77tPl7B,Illuminate (Deluxe),2016-09-23,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.568,0.686,11.0,-4.901,0.0,0.0903,0.133,0.0,0.11,0.4,148.294,208733.0
Middle Child,J. Cole,4,378,2019-02-01,852,1,middle child_j cole,2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,86.0,3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,2019-01-23,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.837,0.364,8.0,-11.713,1.0,0.276,0.149,0.0,0.271,0.463,123.984,213594.0
Midnight,Coldplay,29,6,2014-05-02,83,0,midnight_coldplay,4GKk1uNzpxIptBuaY97Dkj,Midnight,Coldplay,64.0,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2014-05-19,Coldplay – Ghost Stories (Deluxe Edition),6h9DHd1pHHiK84cQqJZyIp,rock,album rock,0.548,0.475,1.0,-12.42,1.0,0.0355,0.615,0.808,0.0944,0.0349,126.976,294667.0
Midnight,Logic,74,1,2018-03-23,28,0,midnight_logic,1GtVGc1UYin3zpMUdNSSpM,Midnight,Logic,64.0,4F87p1aiFwHeU4uu65MaPV,Bobby Tarantino II,2018-03-09,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.568,0.607,9.0,-7.438,0.0,0.108,0.0867,0.0,0.0972,0.269,95.056,241427.0
Midnight City,M83.,72,210,2012-03-23,448,1,midnight city_m83,6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,M83,74.0,6EB14IXV5oyOiItGBv7mtG,"Hurry up, We're Dreaming",2011-10-17,Electro Pop | Electropop,2a5i2ZtEXGKwVGL16J8N0p,pop,electropop,0.507,0.729,11.0,-5.399,0.0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960.0
Mine,Bazzi,11,595,2018-02-02,1279,1,mine_bazzi,7uzmGiiJyRfuViKKK3lVmR,Mine,Bazzi,81.0,5EEkfRgfYHiFu0lGur6Z6M,COSMIC,2018-04-12,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.71,0.789,4.0,-3.874,1.0,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064.0
Mirrors,Justin Timberlake,2,903,2013-03-01,1904,1,mirrors_justin timberlake,4rHZZAmHpZrA3iH5zx8frV,Mirrors,Justin Timberlake,77.0,0O82niJ0NpcptYRxogeEZu,The 20/20 Experience (Deluxe Version),2013-03-15,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0
Mistletoe,Justin Bieber,11,91,2011-11-04,271,1,mistletoe_justin bieber,7xapw9Oy21WpfEcib2ErSA,Mistletoe,Justin Bieber,84.0,63MKT9hwmiMFFdFp5SdB1p,Under The Mistletoe (Deluxe Edition),2011-01-01,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.658,0.56,6.0,-9.049,0.0,0.0467,0.498,0.0,0.0794,0.854,161.994,182947.0
Mo Bamba,Sheck Wes,6,406,2018-09-07,906,1,mo bamba_sheck wes,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,Sheck Wes,82.0,15Id9Jrqab8IwHFirdrrLp,MUDBOY,2018-10-05,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.729,0.625,4.0,-5.266,1.0,0.0315,0.194,0.00986,0.248,0.261,146.034,183907.0
Money,Cardi B,13,351,2018-11-02,789,1,money_cardi b,2GGMabyHXnJmjY6CXhhB2e,Money,Cardi B,79.0,2drqVzCt52KiDxKgl0Rq0P,Money,2018-10-23,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.95,0.59,8.0,-6.508,0.0,0.29,0.00534,0.0,0.11,0.219,130.003,183527.0
Money Longer,Lil Uzi Vert,54,253,2016-07-01,552,1,money longer_lil uzi vert,0B8QzDH7YWih85V5SEMnyJ,Money Longer,Lil Uzi Vert,76.0,7mgdTKTCdfnLoa1HXHvLYM,Lil Uzi Vert vs. The World,2016-05-27,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.795,0.568,5.0,-7.817,0.0,0.142,0.0541,0.0,0.108,0.478,136.173,198944.0
Monster,21 Savage,73,6,2019-01-04,39,0,monster_21 savage,2FUNBaa5DwItJtYEBgAblU,monster,21 Savage,72.0,007DWn799UWvfY1wwZeENR,i am > i was,2018-12-21,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.89,0.607,9.0,-6.916,0.0,0.124,0.158,0.000228,0.118,0.224,134.022,233040.0
Mood Swings,A Boogie Wit da Hoodie,76,1,2019-09-27,26,0,mood swings_a boogie wit da hoodie,2xE16muNCmhZwSOv3i1d1H,Mood Swings,A Boogie Wit da Hoodie,76.0,0ewO3paYhoJwMGX1Yjyebw,Mood Swings,2019-09-13,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.943,0.664,4.0,-5.952,0.0,0.106,0.235,5.84e-06,0.112,0.93,120.051,156893.0
Moonlight,XXXTENTACION,13,210,2018-03-30,507,1,moonlight_xxxtentacion,0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTENTACION,86.0,2Ti79nwTsont5ZHfdxIzAm,?,2018-03-16,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090.0
Most Girls,Hailee Steinfeld,58,136,2017-06-09,314,1,most girls_hailee steinfeld,10GJQkjRJcZhGTLagFOC62,Most Girls,Hailee Steinfeld,76.0,4w5LxfyoOPHkGJZrco1UT5,Most Girls,2017-04-28,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.756,0.572,9.0,-7.019,1.0,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400.0
Mother's Daughter,Miley Cyrus,54,6,2019-06-14,58,0,mothers daughter_miley cyrus,2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,Miley Cyrus,77.0,7M4YAXOOg1XbWx03jg7t62,SHE IS COMING,2019-05-31,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.681,0.865,1.0,-4.132,0.0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080.0
Motivation,Normani,33,55,2019-08-30,177,1,motivation_normani,0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,83.0,2r6BEK0wzXbL8JHyCkeJkG,Motivation,2019-08-16,Neo-Soul,1eqVgsNjaX6mxDPoefhocT,r&b,neo soul,0.599,0.887,4.0,-3.967,1.0,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837.0
Moves,Big Sean,38,190,2017-01-13,442,1,moves_big sean,358uP4VwX0XYKji2IW19zi,Moves,Big Sean,2.0,40cDsJwMgOO5yFI7XQKm8U,I Decided.,2017-02-03,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.803,0.524,2.0,-6.245,1.0,0.277,0.0563,0.0,0.174,0.349,75.531,142907.0
Murder On My Mind,YNW Melly,14,210,2019-02-01,506,1,murder on my mind_ynw melly,7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,YNW Melly,85.0,7naY6j4wcgUxfHB98G79CW,I AM YOU,2018-08-03,GANGSTA RAP,3DUkl93JjPdOyX83SJr5ms,rap,gangster rap,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434.0
My Bad,Khalid,55,6,2019-03-22,57,0,my bad_khalid,1DUSuNhF8P5vUGNPpQiZa5,My Bad,Khalid,71.0,0B1vzblCZwbnUF8cv5jGkd,My Bad,2019-03-07,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.645,0.568,5.0,-9.127,0.0,0.0823,0.543,0.266,0.257,0.391,84.999,166101.0
My Body,Young The Giant,65,1,2011-09-16,37,0,my body_young the giant,1KDYN3odJHnj9pqGHN3FVs,My Body,Young the Giant,64.0,2ww7MYrkExsljnKhcINDse,Young the Giant (Special Edition),2011-01-01,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.488,0.909,10.0,-6.591,1.0,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,244400.0
My House,Flo Rida,4,780,2015-11-27,1656,1,my house_flo rida,6Knv6wdA0luoMUuuoYi2i1,My House,Flo Rida,76.0,5lkNnHVlnCCCV304t89wOH,My House,2015-04-07,Pop Hits 2000-2019,6mtYuOxzl58vSGnEDtZ9uB,edm,pop edm,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191.0
My My My!,Troye Sivan,80,1,2018-01-26,22,0,my my my_troye sivan,4NiehSBQthimPzRsVeOgCT,My My My!,Troye Sivan,75.0,3MYJYd73u0SatCnRVvRJ3M,Bloom,2018-08-31,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.701,0.458,1.0,-7.749,1.0,0.0836,0.00407,0.000151,0.045,0.482,102.967,204727.0
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,13,351,2013-02-22,789,1,my songs know what you did in the dark light em up_fall out boy,7s0lDK7y3XLmI7tcsRAbW0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,68.0,0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,2013-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.558,0.924,9.0,-4.341,0.0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827.0
My Strange Addiction,Billie Eilish,43,10,2019-04-12,77,0,my strange addiction_billie eilish,3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,Billie Eilish,82.0,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.939,0.305,8.0,-10.952,0.0,0.354,0.35,0.000169,0.105,0.563,100.029,179889.0
My Way,Calvin Harris,24,55,2016-10-07,186,1,my way_calvin harris,1vvNmPOiUuyCbgWmtc6yfm,My Way,Calvin Harris,77.0,0dzeoQhVNzKkwM5ieOJC54,My Way,2016-09-16,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.819,0.913,4.0,-3.059,0.0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,219160.0
NASA,Ariana Grande,17,6,2019-02-22,95,0,nasa_ariana grande,4uTvPEr01pjTbZgl7jcKBD,NASA,Ariana Grande,76.0,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.747,0.458,6.0,-6.891,1.0,0.303,0.451,0.0,0.252,0.47,75.029,182000.0
Narcos,Migos,36,120,2018-02-09,304,1,narcos_migos,0wbnC9AUenxp613TYaJsGK,Narcos,Migos,73.0,7fd7SEK25VS3gJAUgSwL6y,Culture II,2018-01-26,Chixtape 5 - Tory Lanez,0UXwwVDipbBQeEX7h4YuKU,r&b,urban contemporary,0.936,0.585,0.0,-6.914,1.0,0.125,0.0142,0.0,0.132,0.242,124.991,255379.0
Nasty Freestyle,T-Wayne,9,210,2015-05-01,511,1,nasty freestyle_twayne,0PT7nlpo11hYYyfnBgtilT,Nasty Freestyle,T-Wayne,65.0,7BqiR1ZnYFkcOnoNIpk7bS,Nasty Freestyle,2015-05-04,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.779,0.472,11.0,-7.116,1.0,0.218,0.0577,0.0,0.114,0.412,135.051,142212.0
Need You Now,Lady Antebellum,2,1659,2010-01-01,3416,1,need you now_lady antebellum,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,Lady Antebellum,73.0,5RypFF6rN9MUxFe4aAWA28,Need You Now,2010-01-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.581,0.717,4.0,-4.433,1.0,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440.0
Needed Me,Rihanna,7,1035,2016-02-19,2163,1,needed me_rihanna,1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,36.0,3Q149ZH46Z0f3oDR7vlDYV,ANTI,2016-01-28,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.671,0.314,5.0,-8.091,0.0,0.244,0.11,0.0,0.0825,0.296,110.898,191600.0
Never Be The Same,Camila Cabello,6,701,2017-12-29,1496,1,never be the same_camila cabello,6VpQdig9pdpTSIFItgkJV5,Never Be the Same,Camila Cabello,66.0,3HR8mnPQ7Go27WPMTNR2um,Never Be the Same,2017-12-17,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.643,0.709,0.0,-4.343,1.0,0.0733,0.145,0.000449,0.115,0.264,129.961,227088.0
Never Really Over,Katy Perry,15,91,2019-06-14,267,1,never really over_katy perry,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85.0,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,223523.0
Nevermind,Dennis Lloyd,86,10,2018-08-03,34,0,nevermind_dennis lloyd,63SevszngYpZOwf63o61K4,Nevermind,Dennis Lloyd,79.0,6c5gDwB7Xo58thk2vap4Ch,Nevermind,2017-06-30,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600.0
New Rules,Dua Lipa,6,1155,2017-08-18,2404,1,new rules_dua lipa,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,83.0,01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),2017-06-02,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320.0
Nice For What,Drake,1,325,2018-04-20,749,1,nice for what_drake,1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,Drake,18.0,1ZGxGu4fMROqmZsFSoepeE,Nice For What,2018-04-06,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.567,0.913,8.0,-6.471,1.0,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926.0
Nice To Meet Ya,Niall Horan,63,105,2019-10-18,247,1,nice to meet ya_niall horan,3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Niall Horan,87.0,3KrYBAbfxlssMirZLs6HzZ,Nice To Meet Ya,2019-10-04,Most Popular 2020 TOP 50,1fqkbjEACMlekdddm5aobE,r&b,urban contemporary,0.591,0.841,4.0,-4.351,0.0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805.0
Nights,Frank Ocean,98,1,2016-09-09,4,0,nights_frank ocean,7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,78.0,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.466,0.548,5.0,-9.362,0.0,0.118,0.42,1.01e-06,0.113,0.423,89.815,307151.0
Nikes,Frank Ocean,79,1,2016-09-09,23,0,nikes_frank ocean,19YKaevk2bce4odJkP5L22,Nikes,Frank Ocean,72.0,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.543,0.394,8.0,-9.637,1.0,0.0864,0.695,0.000239,0.108,0.118,137.811,314075.0
No,Meghan Trainor,3,210,2016-03-25,517,1,no_meghan trainor,0l0CvurVUrr2w3Jj1hOVFc,NO,Meghan Trainor,69.0,08eweM0IZoZPCCxODbrMoL,Thank You (Deluxe Version),2017-05-12,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.557,0.801,1.0,-3.602,0.0,0.218,0.0125,1.66e-06,0.737,0.654,92.135,213507.0
No Flockin,Kodak Black,95,1,2017-01-13,7,0,no flockin_kodak black,34oWbFBfGEElvgO0a5c9V4,No Flockin',Kodak Black,71.0,12YTH28wiBXQ16gvWOCMLU,No Flockin',2015-11-13,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.943,0.595,5.0,-8.372,0.0,0.191,0.0673,0.0,0.0839,0.815,117.532,165291.0
No Idea,Don Toliver,43,66,2019-12-13,189,1,no idea_don toliver,3VyjsVV24RmBIbWJAeUJNu,No Idea,Don Toliver,92.0,1jAxVdQ2FFtbHu6kLNM0au,No Idea,2019-05-29,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,edm,pop edm,0.656,0.614,6.0,-4.973,0.0,0.102,0.558,0.000862,0.215,0.35,128.038,153750.0
No Money,Galantis,88,15,2016-07-29,42,0,no money_galantis,0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,72.0,2f7kOrpFos0njurSOi2zqL,No Money,2016-04-01,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.671,0.916,6.0,-4.014,0.0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127.0
No Role Modelz,J. Cole,36,325,2014-12-26,714,1,no role modelz_j cole,62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,82.0,7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,2014-12-09,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.696,0.521,10.0,-8.465,0.0,0.332,0.302,0.0,0.0565,0.458,100.0,292987.0
No Sleep,Wiz Khalifa,6,120,2011-04-08,334,1,no sleep_wiz khalifa,2kzRSiyignH8yzPTrWvyPo,No Sleep,Wiz Khalifa,65.0,6ZOXiVL8rmk2ATHJiFJhiD,Rolling Papers,2011-03-29,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.653,0.711,9.0,-6.454,1.0,0.0623,0.109,0.0,0.443,0.769,160.048,191320.0
No Smoke,YoungBoy Never Broke Again,61,168,2017-12-08,375,1,no smoke_youngboy never broke again,57IRaiAB4hBZu3gnNVZC0v,No Smoke,YoungBoy Never Broke Again,69.0,278c24ae4JsSRpOEzlaghQ,AI YoungBoy,2017-08-04,Southern Hip Hop,57sYMLFXGD4ZqizzcMD7lz,rap,southern hip hop,0.658,0.736,9.0,-6.097,0.0,0.308,0.113,0.0,0.0978,0.804,143.966,160000.0
No Tears Left To Cry,Ariana Grande,3,378,2018-05-04,853,1,no tears left to cry_ariana grande,2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Ariana Grande,83.0,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.699,0.713,9.0,-5.507,0.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920.0
No Tellin',Drake,81,3,2015-03-06,25,0,no tellin_drake,2xpoTj7AeSFVuvD0ibD3Pg,No Tellin',Drake,1.0,2bfWH730j0HtAJrNcg1LuP,If You're Reading This It's Too Late,2015-02-12,Urban/Trap - Contemporary RAP,5CK0fshHcik1vWyeCc0zat,r&b,urban contemporary,0.823,0.467,0.0,-10.394,0.0,0.301,0.543,0.0,0.135,0.618,95.024,310933.0
No Type,Rae Sremmurd,16,351,2014-10-10,786,1,no type_rae sremmurd,4scpF6J5uMBvoh6sFB7EL1,No Type,Rae Sremmurd,74.0,6eDx949ONWDCN0O22wFZf7,SremmLife,2015-01-06,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.891,0.486,6.0,-7.803,1.0,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080.0
Nonstop,Drake,2,253,2018-07-13,604,1,nonstop_drake,0TlLq3lA83rQOYtrqBqSct,Nonstop,Drake,82.0,1ATL5GLyefJaxhQzSPVrLX,Scorpion,2018-06-29,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.912,0.412,7.0,-8.074,1.0,0.124,0.0164,0.013,0.104,0.422,154.983,238614.0
Not Nice,PARTYNEXTDOOR,82,28,2017-02-03,74,0,not nice_partynextdoor,4STaHtfguDMkWbPEo6Fwcx,Not Nice,PARTYNEXTDOOR,64.0,2FXGUAESmG5l9YPrzWPvHI,PARTYNEXTDOOR 3 (P3),2016-08-12,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.598,0.496,0.0,-9.309,1.0,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661.0
Noticed,Lil Mosey,80,55,2018-09-28,130,1,noticed_lil mosey,6JQvHMSaR8flFsN53ypOfP,Noticed,Lil Mosey,18.0,6TNJNEulnWQNnq0o3N23Za,Northsbest,2018-10-19,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.699,0.558,11.0,-7.622,1.0,0.0603,0.462,0.0,0.116,0.493,79.992,165000.0
Novacane,Frank Ocean,82,10,2011-07-22,38,0,novacane_frank ocean,4osgfFTICMkcGbbigdsa53,Novacane,Frank Ocean,71.0,3RYdEXhGHojkTILUdtnRVJ,Novacane,2011-01-01,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.762,0.508,3.0,-9.112,1.0,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347.0
Now Or Never,Halsey,17,210,2017-04-28,503,1,now or never_halsey,3Px934J0dBoCmpUhUuCQkD,Now Or Never,Halsey,4.0,5HP0mClbg1U8UqxQ1FkUOF,Now Or Never,2017-04-04,Today's Hits (Clean),7ENISpOJhocpMJVcGb0qcT,r&b,hip pop,0.66,0.575,6.0,-4.934,0.0,0.0367,0.115,1.59e-06,0.131,0.477,110.091,214802.0
Numb Numb Juice,ScHoolboy Q,55,3,2019-03-29,51,0,numb numb juice_schoolboy q,6tByydPskASjm9jTPkNQq0,Numb Numb Juice,ScHoolboy Q,72.0,3UTp6spxkyTdvsmJDPfb7n,CrasH Talk,2019-04-26,Southern California Hip Hop Primer,206vi9Q0p3juAU73flxPsz,rap,southern hip hop,0.885,0.492,1.0,-6.015,1.0,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147.0
OOOUUU,Young M.A,19,210,2016-09-16,501,1,ooouuu_young ma,0D21XvHcVsIvJM6FcGY2BT,OOOUUU,Young M.A,64.0,0o7QxqeqhALehCfm0kpJJo,OOOUUU,2016-05-20,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.64,0.819,7.0,-4.108,1.0,0.455,0.533,0.0,0.156,0.623,166.012,234526.0
ORANGE SODA,Baby Keem,98,6,2020-01-17,14,0,orange soda_baby keem,5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,Baby Keem,83.0,7Cw4LObzgnVqSlkuIyywtI,DIE FOR MY BITCH,2019-07-19,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.83,0.564,1.0,-7.822,1.0,0.235,0.177,0.0,0.128,0.107,85.042,129882.0
Ocean Eyes,Billie Eilish,84,210,2018-11-30,436,1,ocean eyes_billie eilish,7hDVYcQq6MxkdJGweuCtl9,ocean eyes,Billie Eilish,85.0,7fRrTyKvE4Skh93v97gtcU,dont smile at me,2017-12-22,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,200379.0
Often,The Weeknd,59,210,2014-10-31,461,1,often_the weeknd,4PhsKqMdgMEUSstTDAmMpg,Often,The Weeknd,76.0,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.569,0.629,7.0,-9.837,0.0,0.0485,0.218,0.0,0.135,0.0726,134.035,249040.0
On God,Kanye West,23,3,2019-11-08,83,0,on god_kanye west,2SasoXZyv82yYgHiVOvxQn,On God,Kanye West,75.0,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,2019-10-25,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.41,0.886,9.0,-4.413,0.0,0.155,0.0671,0.0,0.461,0.393,72.577,136351.0
