Date,Rank,Title,Artist,Peak Position,Weeks on Chart
2010-01-29,51,Why Don't We Just Dance,Josh Turner,51,10
2010-01-29,52,One Less Lonely Girl,Justin Bieber,16,14
2010-01-29,53,Shut It Down,Pitbull Featuring Akon,53,7
2010-01-29,54,Southern Voice,Tim McGraw,49,13
2010-01-29,55,Whataya Want From Me,Adam Lambert,55,5
2010-01-29,56,Drop The World,Lil Wayne Featuring Eminem,18,3
2010-01-29,57,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,20,15
2010-01-29,58,Soldier Of Love,Sade,58,1
2010-01-29,59,Your Love Is My Drug,Ke$ha,27,2
2010-01-29,60,Never Gonna Be Alone,Nickelback,58,12
2010-01-29,61,I Wanna Make You Close Your Eyes,Dierks Bentley,52,16
2010-01-29,62,Spotlight,Gucci Mane Featuring Usher,42,12
2010-01-29,63,I Am,Mary J. Blige,63,6
2010-01-29,64,I Wanna Rock,Snoop Dogg,64,6
2010-01-29,65,I Invented Sex,Trey Songz Featuring Drake,42,13
2010-01-29,66,Breakeven,The Script,66,7
2010-01-29,67,Uprising,Muse,37,19
2010-01-29,68,History In The Making,Darius Rucker,64,12
2010-01-29,69,Consider Me Gone,Reba,38,16
2010-01-29,70,Heartbreak Warfare,John Mayer,70,6
2010-01-29,71,Halfway Gone,Lifehouse,71,6
2010-01-29,72,Ready To Love Again,Lady Antebellum,72,1
2010-01-29,73,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,65,4
2010-01-29,74,Do I,Luke Bryan,34,20
2010-01-29,75,Someday,Rob Thomas,72,11
2010-01-29,76,Baby By Me,50 Cent Featuring Ne-Yo,28,12
2010-01-29,77,Shots,LMFAO Featuring Lil Jon,77,6
2010-01-29,78,On To The Next One,Jay-Z + Swizz Beatz,78,1
2010-01-29,79,Give It Up To Me,Shakira Featuring Lil Wayne,29,10
2010-01-29,80,American Saturday Night,Brad Paisley,80,6
2010-01-29,81,Eight Second Ride,Jake Owen,70,11
2010-01-29,82,Say Something,Timbaland Featuring Drake,82,2
2010-01-29,83,Crawl,Chris Brown,53,8
2010-01-29,84,Temporary Home,Carrie Underwood,84,4
2010-01-29,85,Cryin' For Me (Wayman's Song),Toby Keith,85,6
2010-01-29,86,Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,86,1
2010-01-29,87,That's How Country Boys Roll,Billy Currington,85,7
2010-01-29,88,When I Look At You,Miley Cyrus,88,1
2010-01-29,89,Sex Therapy,Robin Thicke,79,5
2010-01-29,90,Russian Roulette,Rihanna,9,13
2010-01-29,91,1901,Phoenix,84,7
2010-01-29,92,'Til Summer Comes Around,Keith Urban,92,1
2010-01-29,93,I Will Not Bow,Breaking Benjamin,40,20
2010-01-29,94,Break,Three Days Grace,73,19
2010-01-29,95,A Little More Country Than That,Easton Corbin,95,2
2010-01-29,96,Papers,Usher,31,14
2010-01-29,97,Hot Mess,Cobra Starship,64,5
2010-01-29,98,Highway 20 Ride,Zac Brown Band,98,1
2010-01-29,99,Just Breathe,Pearl Jam,99,1
2010-01-29,100,Hey Daddy (Daddy's Home),Usher Featuring Plies,94,2
2010-02-05,1,TiK ToK,Ke$ha,1,16
2010-02-05,2,Today Was A Fairytale,Taylor Swift,2,1
2010-02-05,3,Bad Romance,Lady Gaga,2,13
2010-02-05,4,BedRock,Young Money Featuring Lloyd,4,9
2010-02-05,5,Baby,Justin Bieber Featuring Ludacris,5,1
2010-02-05,6,Replay,Iyaz,2,23
2010-02-05,7,Sexy Chick,David Guetta Featuring Akon,6,25
2010-02-05,8,Empire State Of Mind,Jay-Z + Alicia Keys,1,20
2010-02-05,9,Hard,Rihanna Featuring Jeezy,8,10
2010-02-05,10,"Hey, Soul Sister",Train,7,17
2010-02-05,11,Imma Be,The Black Eyed Peas,11,8
2010-02-05,12,How Low,Ludacris,10,7
2010-02-05,13,Fireflies,Owl City,1,23
2010-02-05,14,Carry Out,Timbaland Featuring Justin Timberlake,14,8
2010-02-05,15,I Gotta Feeling,The Black Eyed Peas,1,33
2010-02-05,16,Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",16,1
2010-02-05,17,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,10,12
2010-02-05,18,Need You Now,Lady Antebellum,5,24
2010-02-05,19,Say Aah,Trey Songz Featuring Fabolous,19,11
2010-02-05,20,Telephone,Lady Gaga Featuring Beyonce,20,9
2010-02-05,21,Blah Blah Blah,Ke$ha Featuring 3OH!3,7,3
2010-02-05,22,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,18,14
2010-02-05,23,Down,Jay Sean Featuring Lil Wayne,1,30
2010-02-05,24,According To You,Orianthi,21,8
2010-02-05,25,Whatcha Say,Jason Derulo,1,24
2010-02-05,26,Live Like We're Dying,Kris Allen,25,13
2010-02-05,27,You Belong With Me,Taylor Swift,2,40
2010-02-05,28,In My Head,Jason Derulo,28,7
2010-02-05,29,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",8,19
2010-02-05,30,Paparazzi,Lady Gaga,6,22
2010-02-05,31,Meet Me Halfway,The Black Eyed Peas,7,19
2010-02-05,32,Tie Me Down,New Boyz Featuring Ray J,26,15
2010-02-05,33,Already Gone,Kelly Clarkson,13,26
2010-02-05,34,Party In The U.S.A.,Miley Cyrus,2,24
2010-02-05,35,3,Britney Spears,1,16
2010-02-05,36,Use Somebody,Kings Of Leon,4,52
2010-02-05,37,Whataya Want From Me,Adam Lambert,37,6
2010-02-05,38,Evacuate The Dancefloor,Cascada,25,24
2010-02-05,39,Sweet Dreams,Beyonce,10,27
2010-02-05,40,Fifteen,Taylor Swift,23,21
2010-02-05,41,Haven't Met You Yet,Michael Buble,40,17
2010-02-05,42,If You Only Knew,Shinedown,42,13
2010-02-05,43,The Truth,Jason Aldean,41,12
2010-02-05,44,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,16
2010-02-05,45,Try Sleeping With A Broken Heart,Alicia Keys,27,10
2010-02-05,46,Fallin' For You,Colbie Caillat,12,30
2010-02-05,47,Naturally,Selena Gomez & The Scene,29,5
2010-02-05,48,Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,48,1
2010-02-05,49,White Liar,Miranda Lambert,38,15
2010-02-05,50,It Kills Me,Melanie Fiona,49,10
2010-02-05,51,Shut It Down,Pitbull Featuring Akon,51,8
2010-02-05,52,Gangsta Luv,Snoop Dogg Featuring The-Dream,35,14
2010-02-05,53,Why Don't We Just Dance,Josh Turner,51,11
2010-02-05,54,Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,54,2
2010-02-05,55,Cowboy Casanova,Carrie Underwood,11,19
2010-02-05,56,All The Right Moves,OneRepublic,50,16
2010-02-05,57,Life After You,Daughtry,48,8
2010-02-05,58,Southern Voice,Tim McGraw,49,14
2010-02-05,59,Breakeven,The Script,59,8
2010-02-05,60,I Wanna Rock,Snoop Dogg,60,7
2010-02-05,61,Say Something,Timbaland Featuring Drake,61,3
2010-02-05,62,I Am,Mary J. Blige,62,7
2010-02-05,63,One Less Lonely Girl,Justin Bieber,16,15
2010-02-05,64,On To The Next One,Jay-Z + Swizz Beatz,64,2
2010-02-05,65,Never Gonna Be Alone,Nickelback,58,13
2010-02-05,66,Heartbreak Warfare,John Mayer,66,7
2010-02-05,67,Halfway Gone,Lifehouse,67,7
2010-02-05,68,Shots,LMFAO Featuring Lil Jon,68,7
2010-02-05,69,Soldier Of Love,Sade,58,2
2010-02-05,70,I Invented Sex,Trey Songz Featuring Drake,42,14
2010-02-05,71,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,20,16
2010-02-05,72,History In The Making,Darius Rucker,64,13
2010-02-05,73,Uprising,Muse,37,20
2010-02-05,74,I Wanna Make You Close Your Eyes,Dierks Bentley,52,17
2010-02-05,75,Drop The World,Lil Wayne Featuring Eminem,18,4
2010-02-05,76,Someday,Rob Thomas,72,12
2010-02-05,77,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,65,5
2010-02-05,78,American Saturday Night,Brad Paisley,78,7
2010-02-05,79,Spotlight,Gucci Mane Featuring Usher,42,13
2010-02-05,80,Our Kind Of Love,Lady Antebellum,80,1
2010-02-05,81,Redemption Song,Rihanna,81,1
2010-02-05,82,Temporary Home,Carrie Underwood,82,5
2010-02-05,83,Consider Me Gone,Reba,38,17
2010-02-05,84,Sex Therapy,Robin Thicke,79,6
2010-02-05,85,That's How Country Boys Roll,Billy Currington,85,8
2010-02-05,86,Cryin' For Me (Wayman's Song),Toby Keith,85,7
2010-02-05,87,Your Love Is My Drug,Ke$ha,27,3
2010-02-05,88,Eight Second Ride,Jake Owen,70,12
2010-02-05,89,1901,Phoenix,84,8
2010-02-05,90,'Til Summer Comes Around,Keith Urban,90,2
2010-02-05,91,A Little More Country Than That,Easton Corbin,91,3
2010-02-05,92,Just Breathe,Pearl Jam,92,2
2010-02-05,93,Highway 20 Ride,Zac Brown Band,93,2
2010-02-05,94,Papers,Usher,31,15
2010-02-05,95,Break,Three Days Grace,73,20
2010-02-05,96,Crawl,Chris Brown,53,9
2010-02-05,97,American Honey,Lady Antebellum,97,3
2010-02-05,98,Baby By Me,50 Cent Featuring Ne-Yo,28,13
2010-02-05,99,Give It Up To Me,Shakira Featuring Lil Wayne,29,11
2010-02-05,100,Russian Roulette,Rihanna,9,14
2010-02-12,1,TiK ToK,Ke$ha,1,17
2010-02-12,2,Bad Romance,Lady Gaga,2,14
2010-02-12,3,BedRock,Young Money Featuring Lloyd,3,10
2010-02-12,4,Imma Be,The Black Eyed Peas,4,9
2010-02-12,5,Sexy Chick,David Guetta Featuring Akon,5,26
2010-02-12,6,How Low,Ludacris,6,8
2010-02-12,7,Replay,Iyaz,2,24
2010-02-12,8,Need You Now,Lady Antebellum,5,25
2010-02-12,9,"Hey, Soul Sister",Train,7,18
2010-02-12,10,Hard,Rihanna Featuring Jeezy,8,11
2010-02-12,11,Carry Out,Timbaland Featuring Justin Timberlake,11,9
2010-02-12,12,Empire State Of Mind,Jay-Z + Alicia Keys,1,21
2010-02-12,13,Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,13,2
2010-02-12,14,In My Head,Jason Derulo,14,8
2010-02-12,15,Fireflies,Owl City,1,24
2010-02-12,16,I Gotta Feeling,The Black Eyed Peas,1,34
2010-02-12,17,Say Aah,Trey Songz Featuring Fabolous,17,12
2010-02-12,18,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,10,13
2010-02-12,19,Telephone,Lady Gaga Featuring Beyonce,19,10
2010-02-12,20,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,18,15
2010-02-12,21,According To You,Orianthi,21,9
2010-02-12,22,Today Was A Fairytale,Taylor Swift,2,2
2010-02-12,23,Live Like We're Dying,Kris Allen,23,14
2010-02-12,24,Down,Jay Sean Featuring Lil Wayne,1,31
2010-02-12,25,Baby,Justin Bieber Featuring Ludacris,5,2
2010-02-12,26,You Belong With Me,Taylor Swift,2,41
2010-02-12,27,Blah Blah Blah,Ke$ha Featuring 3OH!3,7,4
2010-02-12,28,Whatcha Say,Jason Derulo,1,25
2010-02-12,29,Tie Me Down,New Boyz Featuring Ray J,26,16
2010-02-12,30,Already Gone,Kelly Clarkson,13,27
2010-02-12,31,Use Somebody,Kings Of Leon,4,53
2010-02-12,32,Paparazzi,Lady Gaga,6,23
2010-02-12,33,Meet Me Halfway,The Black Eyed Peas,7,20
2010-02-12,34,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",8,20
2010-02-12,35,Whataya Want From Me,Adam Lambert,35,7
2010-02-12,36,Haven't Met You Yet,Michael Buble,36,18
2010-02-12,37,Party In The U.S.A.,Miley Cyrus,2,25
2010-02-12,38,Evacuate The Dancefloor,Cascada,25,25
2010-02-12,39,3,Britney Spears,1,17
2010-02-12,40,The Truth,Jason Aldean,40,13
2010-02-12,41,I Wanna Rock,Snoop Dogg,41,8
2010-02-12,42,Shut It Down,Pitbull Featuring Akon,42,9
2010-02-12,43,It Kills Me,Melanie Fiona,43,11
2010-02-12,44,Why Don't We Just Dance,Josh Turner,44,12
2010-02-12,45,Fallin' For You,Colbie Caillat,12,31
2010-02-12,46,Say Something,Timbaland Featuring Drake,46,4
2010-02-12,47,Lean On Me,"Sheryl Crow, Kid Rock & Keith Urban",47,1
2010-02-12,48,Sweet Dreams,Beyonce,10,28
2010-02-12,49,If You Only Knew,Shinedown,42,14
2010-02-12,50,All The Right Moves,OneRepublic,50,17
2010-02-12,51,Life After You,Daughtry,48,9
2010-02-12,52,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,17
2010-02-12,53,Breakeven,The Script,53,9
2010-02-12,54,White Liar,Miranda Lambert,38,16
2010-02-12,55,Naturally,Selena Gomez & The Scene,29,6
2010-02-12,56,Try Sleeping With A Broken Heart,Alicia Keys,27,11
2010-02-12,57,Heartbreak Warfare,John Mayer,57,8
2010-02-12,58,On To The Next One,Jay-Z + Swizz Beatz,58,3
2010-02-12,59,Gangsta Luv,Snoop Dogg Featuring The-Dream,35,15
2010-02-12,60,I Am,Mary J. Blige,60,8
2010-02-12,61,Cowboy Casanova,Carrie Underwood,11,20
2010-02-12,62,Halfway Gone,Lifehouse,62,8
2010-02-12,63,History In The Making,Darius Rucker,63,14
2010-02-12,64,Southern Voice,Tim McGraw,49,15
2010-02-12,65,I Invented Sex,Trey Songz Featuring Drake,42,15
2010-02-12,66,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,65,6
2010-02-12,67,American Saturday Night,Brad Paisley,67,8
2010-02-12,68,Never Gonna Be Alone,Nickelback,58,14
2010-02-12,69,Shots,LMFAO Featuring Lil Jon,68,8
2010-02-12,70,Temporary Home,Carrie Underwood,70,6
2010-02-12,71,Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,54,3
2010-02-12,72,Breathless,Taylor Swift,72,1
2010-02-12,73,Sex Therapy,Robin Thicke,73,7
2010-02-12,74,Soldier Of Love,Sade,58,3
2010-02-12,75,I Wanna Make You Close Your Eyes,Dierks Bentley,52,18
2010-02-12,76,That's How Country Boys Roll,Billy Currington,76,9
2010-02-12,77,Drop The World,Lil Wayne Featuring Eminem,18,5
2010-02-12,78,Cryin' For Me (Wayman's Song),Toby Keith,78,8
2010-02-12,79,Someday,Rob Thomas,72,13
2010-02-12,80,Hey Daddy (Daddy's Home),Usher Featuring Plies,80,3
2010-02-12,81,Highway 20 Ride,Zac Brown Band,81,3
2010-02-12,82,A Little More Country Than That,Easton Corbin,82,4
2010-02-12,83,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,20,17
2010-02-12,84,Consider Me Gone,Reba,38,18
2010-02-12,85,Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",16,2
2010-02-12,86,'Til Summer Comes Around,Keith Urban,86,3
2010-02-12,87,Spotlight,Gucci Mane Featuring Usher,42,14
2010-02-12,88,Just Breathe,Pearl Jam,88,3
2010-02-12,89,Nothin' On You,B.o.B Featuring Bruno Mars,89,1
2010-02-12,90,1901,Phoenix,84,9
2010-02-12,91,One Less Lonely Girl,Justin Bieber,16,16
2010-02-12,92,My City Of Ruins (Live From The Kennedy Center Honors),Eddie Vedder,92,1
2010-02-12,93,Your Love Is My Drug,Ke$ha,27,4
2010-02-12,94,Eight Second Ride,Jake Owen,70,13
2010-02-12,95,Steady Mobbin',Young Money Featuring Gucci Mane,48,4
2010-02-12,96,Ain't Leavin Without You,Jaheim,96,1
2010-02-12,97,Papers,Usher,31,16
2010-02-12,98,Let It Be,Jennifer Hudson Featuring The Roots,98,1
2010-02-12,99,Hurry Home,Jason Michael Carroll,99,1
2010-02-12,100,All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,100,1
2010-02-19,1,TiK ToK,Ke$ha,1,18
2010-02-19,2,Imma Be,The Black Eyed Peas,2,10
2010-02-19,3,Need You Now,Lady Antebellum,3,26
2010-02-19,4,BedRock,Young Money Featuring Lloyd,3,11
2010-02-19,5,Bad Romance,Lady Gaga,2,15
2010-02-19,6,Sexy Chick,David Guetta Featuring Akon,5,27
2010-02-19,7,"Hey, Soul Sister",Train,7,19
2010-02-19,8,How Low,Ludacris,6,9
2010-02-19,9,I Gotta Feeling,The Black Eyed Peas,1,35
2010-02-19,10,Replay,Iyaz,2,25
2010-02-19,11,In My Head,Jason Derulo,11,9
2010-02-19,12,Carry Out,Timbaland Featuring Justin Timberlake,11,10
2010-02-19,13,Hard,Rihanna Featuring Jeezy,8,12
2010-02-19,14,Empire State Of Mind,Jay-Z + Alicia Keys,1,22
2010-02-19,15,Say Aah,Trey Songz Featuring Fabolous,15,13
2010-02-19,16,Telephone,Lady Gaga Featuring Beyonce,16,11
2010-02-19,17,Fireflies,Owl City,1,25
2010-02-19,18,Glitter In The Air,P!nk,18,1
2010-02-19,19,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,10,14
2010-02-19,20,According To You,Orianthi,20,10
2010-02-19,21,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,18,16
2010-02-19,22,Blah Blah Blah,Ke$ha Featuring 3OH!3,7,5
2010-02-19,23,Down,Jay Sean Featuring Lil Wayne,1,32
2010-02-19,24,Live Like We're Dying,Kris Allen,23,15
2010-02-19,25,Baby,Justin Bieber Featuring Ludacris,5,3
2010-02-19,26,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",8,21
2010-02-19,27,You Belong With Me,Taylor Swift,2,42
2010-02-19,28,Use Somebody,Kings Of Leon,4,54
2010-02-19,29,Tie Me Down,New Boyz Featuring Ray J,26,17
2010-02-19,30,Haven't Met You Yet,Michael Buble,30,19
2010-02-19,31,Whatcha Say,Jason Derulo,1,26
2010-02-19,32,Meet Me Halfway,The Black Eyed Peas,7,21
2010-02-19,33,Paparazzi,Lady Gaga,6,24
2010-02-19,34,Already Gone,Kelly Clarkson,13,28
2010-02-19,35,Whataya Want From Me,Adam Lambert,35,8
2010-02-19,36,Say Something,Timbaland Featuring Drake,36,5
2010-02-19,37,Naturally,Selena Gomez & The Scene,29,7
2010-02-19,38,Party In The U.S.A.,Miley Cyrus,2,26
2010-02-19,39,Today Was A Fairytale,Taylor Swift,2,3
2010-02-19,40,Breakeven,The Script,40,10
2010-02-19,41,The Truth,Jason Aldean,40,14
2010-02-19,42,Why Don't We Just Dance,Josh Turner,42,13
2010-02-19,43,It Kills Me,Melanie Fiona,43,12
2010-02-19,44,Knockout,Lil Wayne Featuring Nicki Minaj,44,1
2010-02-19,45,I Wanna Rock,Snoop Dogg,41,9
2010-02-19,46,Evacuate The Dancefloor,Cascada,25,26
2010-02-19,47,All The Right Moves,OneRepublic,47,18
2010-02-19,48,Shut It Down,Pitbull Featuring Akon,42,10
2010-02-19,49,Try Sleeping With A Broken Heart,Alicia Keys,27,12
2010-02-19,50,Sweet Dreams,Beyonce,10,29
2010-02-19,51,If You Only Knew,Shinedown,42,15
2010-02-19,52,Life After You,Daughtry,48,10
2010-02-19,53,3,Britney Spears,1,18
2010-02-19,54,On To The Next One,Jay-Z + Swizz Beatz,54,4
2010-02-19,55,Heartbreak Warfare,John Mayer,55,9
2010-02-19,56,Drop The World,Lil Wayne Featuring Eminem,18,6
2010-02-19,57,You And Me,Dave Matthews Band,57,1
2010-02-19,58,I Am,Mary J. Blige,58,9
2010-02-19,59,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",59,1
2010-02-19,60,White Liar,Miranda Lambert,38,17
2010-02-19,61,Temporary Home,Carrie Underwood,61,7
2010-02-19,62,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,18
2010-02-19,63,History In The Making,Darius Rucker,63,15
2010-02-19,64,Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,54,4
2010-02-19,65,Nothin' On You,B.o.B Featuring Bruno Mars,65,2
2010-02-19,66,Halfway Gone,Lifehouse,62,9
2010-02-19,67,Gangsta Luv,Snoop Dogg Featuring The-Dream,35,16
2010-02-19,68,Sex Therapy,Robin Thicke,68,8
2010-02-19,69,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,65,7
2010-02-19,70,American Saturday Night,Brad Paisley,67,9
2010-02-19,71,Never Gonna Be Alone,Nickelback,58,15
2010-02-19,72,Hey Daddy (Daddy's Home),Usher Featuring Plies,72,4
2010-02-19,73,That's How Country Boys Roll,Billy Currington,73,10
2010-02-19,74,Highway 20 Ride,Zac Brown Band,74,4
2010-02-19,75,Bridge Over Troubled Water,Mary J. Blige & Andrea Bocelli,75,1
2010-02-19,76,F**k Today,Lil Wayne Featuring Gudda,76,1
2010-02-19,77,I Invented Sex,Trey Songz Featuring Drake,42,16
2010-02-19,78,Cryin' For Me (Wayman's Song),Toby Keith,78,9
2010-02-19,79,A Little More Country Than That,Easton Corbin,79,5
2010-02-19,80,Soldier Of Love,Sade,58,4
2010-02-19,81,I Wanna Make You Close Your Eyes,Dierks Bentley,52,19
2010-02-19,82,Someday,Rob Thomas,72,14
2010-02-19,83,Southern Voice,Tim McGraw,49,16
2010-02-19,84,American Honey,Lady Antebellum,84,4
2010-02-19,85,'Til Summer Comes Around,Keith Urban,85,4
2010-02-19,86,Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,13,3
2010-02-19,87,Shots,LMFAO Featuring Lil Jon,68,9
2010-02-19,88,Who I Am,Nick Jonas & The Administration,73,2
2010-02-19,89,Just Breathe,Pearl Jam,88,4
2010-02-19,90,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,20,18
2010-02-19,91,American Star,Lil Wayne Featuring Shanell AKA SNL,91,1
2010-02-19,92,All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,92,2
2010-02-19,93,Lemonade,Gucci Mane,93,1
2010-02-19,94,Consider Me Gone,Reba,38,19
2010-02-19,95,Spotlight,Gucci Mane Featuring Usher,42,15
2010-02-19,96,1901,Phoenix,84,10
2010-02-19,97,Major Tom,Shiny Toy Guns,97,1
2010-02-19,98,Steady Mobbin',Young Money Featuring Gucci Mane,48,5
2010-02-19,99,Fearless,Taylor Swift,9,6
2010-02-19,100,Ain't Leavin Without You,Jaheim,96,2
2010-02-26,1,TiK ToK,Ke$ha,1,19
2010-02-26,2,We Are The World 25: For Haiti,Artists For Haiti,2,1
2010-02-26,3,Imma Be,The Black Eyed Peas,2,11
2010-02-26,4,BedRock,Young Money Featuring Lloyd,3,12
2010-02-26,5,Bad Romance,Lady Gaga,2,16
2010-02-26,6,Need You Now,Lady Antebellum,3,27
2010-02-26,7,"Hey, Soul Sister",Train,7,20
2010-02-26,8,How Low,Ludacris,6,10
2010-02-26,9,In My Head,Jason Derulo,9,10
2010-02-26,10,Sexy Chick,David Guetta Featuring Akon,5,28
2010-02-26,11,Blah Blah Blah,Ke$ha Featuring 3OH!3,7,6
2010-02-26,12,Say Aah,Trey Songz Featuring Fabolous,12,14
2010-02-26,13,Carry Out,Timbaland Featuring Justin Timberlake,11,11
2010-02-26,14,Replay,Iyaz,2,26
2010-02-26,15,Telephone,Lady Gaga Featuring Beyonce,15,12
2010-02-26,16,I Gotta Feeling,The Black Eyed Peas,1,36
2010-02-26,17,Empire State Of Mind,Jay-Z + Alicia Keys,1,23
2010-02-26,18,Hard,Rihanna Featuring Jeezy,8,13
2010-02-26,19,Baby,Justin Bieber Featuring Ludacris,5,4
2010-02-26,20,According To You,Orianthi,20,11
2010-02-26,21,Live Like We're Dying,Kris Allen,21,16
2010-02-26,22,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,10,15
2010-02-26,23,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,18,17
2010-02-26,24,Fireflies,Owl City,1,26
2010-02-26,25,Haven't Met You Yet,Michael Buble,25,20
2010-02-26,26,Tie Me Down,New Boyz Featuring Ray J,26,18
2010-02-26,27,Down,Jay Sean Featuring Lil Wayne,1,33
2010-02-26,28,Breakeven,The Script,28,11
2010-02-26,29,You Belong With Me,Taylor Swift,2,43
2010-02-26,30,Today Was A Fairytale,Taylor Swift,2,4
2010-02-26,31,Whataya Want From Me,Adam Lambert,31,9
2010-02-26,32,Whatcha Say,Jason Derulo,1,27
2010-02-26,33,Say Something,Timbaland Featuring Drake,33,6
2010-02-26,34,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",8,22
2010-02-26,35,Why Don't We Just Dance,Josh Turner,35,14
2010-02-26,36,Naturally,Selena Gomez & The Scene,29,8
2010-02-26,37,Paparazzi,Lady Gaga,6,25
2010-02-26,38,Nothin' On You,B.o.B Featuring Bruno Mars,38,3
2010-02-26,39,Meet Me Halfway,The Black Eyed Peas,7,22
2010-02-26,40,Already Gone,Kelly Clarkson,13,29
2010-02-26,41,All The Right Moves,OneRepublic,41,19
2010-02-26,42,Use Somebody,Kings Of Leon,4,55
2010-02-26,43,Solo,Iyaz,43,1
2010-02-26,44,Try Sleeping With A Broken Heart,Alicia Keys,27,13
2010-02-26,45,The Truth,Jason Aldean,40,15
2010-02-26,46,Pants On The Ground,General Larry Platt,46,1
2010-02-26,47,It Kills Me,Melanie Fiona,43,13
2010-02-26,48,Life After You,Daughtry,48,11
2010-02-26,49,Party In The U.S.A.,Miley Cyrus,2,27
2010-02-26,50,Heartbreak Warfare,John Mayer,50,10
2010-02-26,51,On To The Next One,Jay-Z + Swizz Beatz,51,5
2010-02-26,52,Soldier Of Love,Sade,52,5
2010-02-26,53,If You Only Knew,Shinedown,42,16
2010-02-26,54,Temporary Home,Carrie Underwood,54,8
2010-02-26,55,I Am,Mary J. Blige,55,10
2010-02-26,56,Hey Daddy (Daddy's Home),Usher Featuring Plies,56,5
2010-02-26,57,Halfway Gone,Lifehouse,57,10
2010-02-26,58,Shut It Down,Pitbull Featuring Akon,42,11
2010-02-26,59,Knockout,Lil Wayne Featuring Nicki Minaj,44,2
2010-02-26,60,I Wanna Rock,Snoop Dogg,41,10
2010-02-26,61,History In The Making,Darius Rucker,61,16
2010-02-26,62,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,62,8
2010-02-26,63,3,Britney Spears,1,19
2010-02-26,64,Rude Boy,Rihanna,64,1
2010-02-26,65,Sex Therapy,Robin Thicke,65,9
2010-02-26,66,White Liar,Miranda Lambert,38,18
2010-02-26,67,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,19
